id,name,citation_count,entry_created_date,is_found_by_algorithm,cites_chameleon,acknowledges_chameleon,approved_with,source_id,publication_type,forum,title,year,month,author,bibtex_source,link,added_by_username,doi,checked_for_duplicates,project_id,publication_id
11,user_reported,0,1623024000000,1,1,1,publication,,conference full paper,"Journal of Grid Computing,Springer",Transparent orchestration of task-based parallel applications in containers platforms,2018.0,,"Ramon-Cortes, Cristian and Serven, Albert and Ejarque, Jorge and Lezzi, Daniele and Badia, Rosa M","{""publisher"": ""Springer"", ""title"": ""Transparent orchestration of task-based parallel applications in containers platforms"", ""journal"": ""Journal of Grid Computing"", ""author"": ""Ramon-Cortes, Cristian and Serven, Albert and Ejarque, Jorge and Lezzi, Daniele and Badia, Rosa M"", ""number"": ""1"", ""ENTRYTYPE"": ""article"", ""volume"": ""16"", ""year"": ""2018"", ""ID"": ""ramon2018transparent"", ""pages"": ""137--160""}",,admin,,1,157.0,3
12,google_scholar,61,1684454400000,0,0,1,,,conference full paper,"12th IEEE International Conference on Cloud Computing, CLOUD 2019, Milan, Italy, July 8-13, 2019, IEEE","Spock: Exploiting Serverless Functions for SLO and Cost Aware Resource
Procurement in Public Cloud",2019.0,,"Jashwant Raj Gunasekaran and
Prashanth Thinakaran and
Mahmut Taylan Kandemir and
Bhuvan Urgaonkar and
George Kesidis and
Chita R. Das","{""publisher"": ""{IEEE}"", ""doi"": ""10.1109/CLOUD.2019.00043"", ""biburl"": ""https://dblp.org/rec/conf/IEEEcloud/GunasekaranTKUK19.bib"", ""title"": ""Spock: Exploiting Serverless Functions for {SLO} and Cost Aware Resource\nProcurement in Public Cloud"", ""url"": ""https://doi.org/10.1109/CLOUD.2019.00043"", ""timestamp"": ""Wed, 16 Oct 2019 14:14:54 +0200"", ""booktitle"": ""12th {IEEE} International Conference on Cloud Computing, {CLOUD} 2019,\nMilan, Italy, July 8-13, 2019"", ""author"": ""Jashwant Raj Gunasekaran and\nPrashanth Thinakaran and\nMahmut Taylan Kandemir and\nBhuvan Urgaonkar and\nGeorge Kesidis and\nChita R. Das"", ""ENTRYTYPE"": ""inproceedings"", ""editor"": ""Elisa Bertino and\nCarl K. Chang and\nPeter Chen and\nErnesto Damiani and\nMichael Goul and\nKatsunori Oyama"", ""year"": ""2019"", ""bibsource"": ""dblp computer science bibliography, https://dblp.org"", ""ID"": ""DBLP:conf/IEEEcloud/GunasekaranTKUK19"", ""pages"": ""199--208""}",,admin,10.1109/CLOUD.2019.00043,1,341.0,4
13,scopus,63,1684454400000,0,0,1,,,conference full paper,"12th IEEE International Conference on Cloud Computing, CLOUD 2019, Milan, Italy, July 8-13, 2019, IEEE","Spock: Exploiting Serverless Functions for SLO and Cost Aware Resource
Procurement in Public Cloud",2019.0,,"Jashwant Raj Gunasekaran and
Prashanth Thinakaran and
Mahmut Taylan Kandemir and
Bhuvan Urgaonkar and
George Kesidis and
Chita R. Das","{""publisher"": ""{IEEE}"", ""doi"": ""10.1109/CLOUD.2019.00043"", ""biburl"": ""https://dblp.org/rec/conf/IEEEcloud/GunasekaranTKUK19.bib"", ""title"": ""Spock: Exploiting Serverless Functions for {SLO} and Cost Aware Resource\nProcurement in Public Cloud"", ""url"": ""https://doi.org/10.1109/CLOUD.2019.00043"", ""timestamp"": ""Wed, 16 Oct 2019 14:14:54 +0200"", ""booktitle"": ""12th {IEEE} International Conference on Cloud Computing, {CLOUD} 2019,\nMilan, Italy, July 8-13, 2019"", ""author"": ""Jashwant Raj Gunasekaran and\nPrashanth Thinakaran and\nMahmut Taylan Kandemir and\nBhuvan Urgaonkar and\nGeorge Kesidis and\nChita R. Das"", ""ENTRYTYPE"": ""inproceedings"", ""editor"": ""Elisa Bertino and\nCarl K. Chang and\nPeter Chen and\nErnesto Damiani and\nMichael Goul and\nKatsunori Oyama"", ""year"": ""2019"", ""bibsource"": ""dblp computer science bibliography, https://dblp.org"", ""ID"": ""DBLP:conf/IEEEcloud/GunasekaranTKUK19"", ""pages"": ""199--208""}",,admin,10.1109/CLOUD.2019.00043,1,341.0,4
14,semantic_scholar,73,1684454400000,0,0,1,,,conference full paper,"12th IEEE International Conference on Cloud Computing, CLOUD 2019, Milan, Italy, July 8-13, 2019, IEEE","Spock: Exploiting Serverless Functions for SLO and Cost Aware Resource
Procurement in Public Cloud",2019.0,,"Jashwant Raj Gunasekaran and
Prashanth Thinakaran and
Mahmut Taylan Kandemir and
Bhuvan Urgaonkar and
George Kesidis and
Chita R. Das","{""publisher"": ""{IEEE}"", ""doi"": ""10.1109/CLOUD.2019.00043"", ""biburl"": ""https://dblp.org/rec/conf/IEEEcloud/GunasekaranTKUK19.bib"", ""title"": ""Spock: Exploiting Serverless Functions for {SLO} and Cost Aware Resource\nProcurement in Public Cloud"", ""url"": ""https://doi.org/10.1109/CLOUD.2019.00043"", ""timestamp"": ""Wed, 16 Oct 2019 14:14:54 +0200"", ""booktitle"": ""12th {IEEE} International Conference on Cloud Computing, {CLOUD} 2019,\nMilan, Italy, July 8-13, 2019"", ""author"": ""Jashwant Raj Gunasekaran and\nPrashanth Thinakaran and\nMahmut Taylan Kandemir and\nBhuvan Urgaonkar and\nGeorge Kesidis and\nChita R. Das"", ""ENTRYTYPE"": ""inproceedings"", ""editor"": ""Elisa Bertino and\nCarl K. Chang and\nPeter Chen and\nErnesto Damiani and\nMichael Goul and\nKatsunori Oyama"", ""year"": ""2019"", ""bibsource"": ""dblp computer science bibliography, https://dblp.org"", ""ID"": ""DBLP:conf/IEEEcloud/GunasekaranTKUK19"", ""pages"": ""199--208""}",,admin,10.1109/CLOUD.2019.00043,1,341.0,4
15,user_reported,0,1623024000000,1,0,1,publication,,conference full paper,"12th IEEE International Conference on Cloud Computing, CLOUD 2019, Milan, Italy, July 8-13, 2019, IEEE","Spock: Exploiting Serverless Functions for SLO and Cost Aware Resource
Procurement in Public Cloud",2019.0,,"Jashwant Raj Gunasekaran and
Prashanth Thinakaran and
Mahmut Taylan Kandemir and
Bhuvan Urgaonkar and
George Kesidis and
Chita R. Das","{""publisher"": ""{IEEE}"", ""doi"": ""10.1109/CLOUD.2019.00043"", ""biburl"": ""https://dblp.org/rec/conf/IEEEcloud/GunasekaranTKUK19.bib"", ""title"": ""Spock: Exploiting Serverless Functions for {SLO} and Cost Aware Resource\nProcurement in Public Cloud"", ""url"": ""https://doi.org/10.1109/CLOUD.2019.00043"", ""timestamp"": ""Wed, 16 Oct 2019 14:14:54 +0200"", ""booktitle"": ""12th {IEEE} International Conference on Cloud Computing, {CLOUD} 2019,\nMilan, Italy, July 8-13, 2019"", ""author"": ""Jashwant Raj Gunasekaran and\nPrashanth Thinakaran and\nMahmut Taylan Kandemir and\nBhuvan Urgaonkar and\nGeorge Kesidis and\nChita R. Das"", ""ENTRYTYPE"": ""inproceedings"", ""editor"": ""Elisa Bertino and\nCarl K. Chang and\nPeter Chen and\nErnesto Damiani and\nMichael Goul and\nKatsunori Oyama"", ""year"": ""2019"", ""bibsource"": ""dblp computer science bibliography, https://dblp.org"", ""ID"": ""DBLP:conf/IEEEcloud/GunasekaranTKUK19"", ""pages"": ""199--208""}",,admin,10.1109/CLOUD.2019.00043,1,341.0,4
16,google_scholar,27,1684454400000,0,0,1,,,conference full paper,"2019 IEEE International Conference on Cluster Computing, CLUSTER 2019, Albuquerque, NM, USA, September 23-26, 2019, IEEE","Kube-Knots: Resource Harvesting through Dynamic Container Orchestration
in GPU-based Datacenters",2019.0,,"Prashanth Thinakaran and
Jashwant Raj Gunasekaran and
Bikash Sharma and
Mahmut Taylan Kandemir and
Chita R. Das","{""publisher"": ""{IEEE}"", ""doi"": ""10.1109/CLUSTER.2019.8891040"", ""biburl"": ""https://dblp.org/rec/conf/cluster/ThinakaranGSKD19.bib"", ""title"": ""Kube-Knots: Resource Harvesting through Dynamic Container Orchestration\nin GPU-based Datacenters"", ""url"": ""https://doi.org/10.1109/CLUSTER.2019.8891040"", ""timestamp"": ""Wed, 13 Nov 2019 13:18:48 +0100"", ""booktitle"": ""2019 {IEEE} International Conference on Cluster Computing, {CLUSTER}\n2019, Albuquerque, NM, USA, September 23-26, 2019"", ""author"": ""Prashanth Thinakaran and\nJashwant Raj Gunasekaran and\nBikash Sharma and\nMahmut Taylan Kandemir and\nChita R. Das"", ""ENTRYTYPE"": ""inproceedings"", ""year"": ""2019"", ""bibsource"": ""dblp computer science bibliography, https://dblp.org"", ""ID"": ""DBLP:conf/cluster/ThinakaranGSKD19"", ""pages"": ""1--13""}",,admin,10.1109/CLUSTER.2019.8891040,1,341.0,5
17,scopus,19,1684454400000,0,0,1,,,conference full paper,"2019 IEEE International Conference on Cluster Computing, CLUSTER 2019, Albuquerque, NM, USA, September 23-26, 2019, IEEE","Kube-Knots: Resource Harvesting through Dynamic Container Orchestration
in GPU-based Datacenters",2019.0,,"Prashanth Thinakaran and
Jashwant Raj Gunasekaran and
Bikash Sharma and
Mahmut Taylan Kandemir and
Chita R. Das","{""publisher"": ""{IEEE}"", ""doi"": ""10.1109/CLUSTER.2019.8891040"", ""biburl"": ""https://dblp.org/rec/conf/cluster/ThinakaranGSKD19.bib"", ""title"": ""Kube-Knots: Resource Harvesting through Dynamic Container Orchestration\nin GPU-based Datacenters"", ""url"": ""https://doi.org/10.1109/CLUSTER.2019.8891040"", ""timestamp"": ""Wed, 13 Nov 2019 13:18:48 +0100"", ""booktitle"": ""2019 {IEEE} International Conference on Cluster Computing, {CLUSTER}\n2019, Albuquerque, NM, USA, September 23-26, 2019"", ""author"": ""Prashanth Thinakaran and\nJashwant Raj Gunasekaran and\nBikash Sharma and\nMahmut Taylan Kandemir and\nChita R. Das"", ""ENTRYTYPE"": ""inproceedings"", ""year"": ""2019"", ""bibsource"": ""dblp computer science bibliography, https://dblp.org"", ""ID"": ""DBLP:conf/cluster/ThinakaranGSKD19"", ""pages"": ""1--13""}",,admin,10.1109/CLUSTER.2019.8891040,1,341.0,5
18,semantic_scholar,22,1684454400000,0,0,1,,,conference full paper,"2019 IEEE International Conference on Cluster Computing, CLUSTER 2019, Albuquerque, NM, USA, September 23-26, 2019, IEEE","Kube-Knots: Resource Harvesting through Dynamic Container Orchestration
in GPU-based Datacenters",2019.0,,"Prashanth Thinakaran and
Jashwant Raj Gunasekaran and
Bikash Sharma and
Mahmut Taylan Kandemir and
Chita R. Das","{""publisher"": ""{IEEE}"", ""doi"": ""10.1109/CLUSTER.2019.8891040"", ""biburl"": ""https://dblp.org/rec/conf/cluster/ThinakaranGSKD19.bib"", ""title"": ""Kube-Knots: Resource Harvesting through Dynamic Container Orchestration\nin GPU-based Datacenters"", ""url"": ""https://doi.org/10.1109/CLUSTER.2019.8891040"", ""timestamp"": ""Wed, 13 Nov 2019 13:18:48 +0100"", ""booktitle"": ""2019 {IEEE} International Conference on Cluster Computing, {CLUSTER}\n2019, Albuquerque, NM, USA, September 23-26, 2019"", ""author"": ""Prashanth Thinakaran and\nJashwant Raj Gunasekaran and\nBikash Sharma and\nMahmut Taylan Kandemir and\nChita R. Das"", ""ENTRYTYPE"": ""inproceedings"", ""year"": ""2019"", ""bibsource"": ""dblp computer science bibliography, https://dblp.org"", ""ID"": ""DBLP:conf/cluster/ThinakaranGSKD19"", ""pages"": ""1--13""}",,admin,10.1109/CLUSTER.2019.8891040,1,341.0,5
19,user_reported,0,1623024000000,1,0,1,publication,,conference full paper,"2019 IEEE International Conference on Cluster Computing, CLUSTER 2019, Albuquerque, NM, USA, September 23-26, 2019, IEEE","Kube-Knots: Resource Harvesting through Dynamic Container Orchestration
in GPU-based Datacenters",2019.0,,"Prashanth Thinakaran and
Jashwant Raj Gunasekaran and
Bikash Sharma and
Mahmut Taylan Kandemir and
Chita R. Das","{""publisher"": ""{IEEE}"", ""doi"": ""10.1109/CLUSTER.2019.8891040"", ""biburl"": ""https://dblp.org/rec/conf/cluster/ThinakaranGSKD19.bib"", ""title"": ""Kube-Knots: Resource Harvesting through Dynamic Container Orchestration\nin GPU-based Datacenters"", ""url"": ""https://doi.org/10.1109/CLUSTER.2019.8891040"", ""timestamp"": ""Wed, 13 Nov 2019 13:18:48 +0100"", ""booktitle"": ""2019 {IEEE} International Conference on Cluster Computing, {CLUSTER}\n2019, Albuquerque, NM, USA, September 23-26, 2019"", ""author"": ""Prashanth Thinakaran and\nJashwant Raj Gunasekaran and\nBikash Sharma and\nMahmut Taylan Kandemir and\nChita R. Das"", ""ENTRYTYPE"": ""inproceedings"", ""year"": ""2019"", ""bibsource"": ""dblp computer science bibliography, https://dblp.org"", ""ID"": ""DBLP:conf/cluster/ThinakaranGSKD19"", ""pages"": ""1--13""}",,admin,10.1109/CLUSTER.2019.8891040,1,341.0,5
20,google_scholar,10,1684454400000,0,0,1,,,conference full paper,Proceedings of the conference of the Association for the Advancement of Artificial Intelligence (AAAI),Implicit Argument Prediction as Reading Comprehension,2019.0,,Pengxiang Cheng and Katrin Erk,"{""author"": ""Pengxiang Cheng and Katrin Erk"", ""booktitle"": ""Proceedings of the conference of the Association for the Advancement of Artificial Intelligence (AAAI)"", ""title"": ""Implicit Argument Prediction as Reading Comprehension"", ""ID"": ""ChengErk:2019"", ""year"": ""2019"", ""ENTRYTYPE"": ""inproceedings""}",,admin,,1,420.0,6
21,scopus,3,1684454400000,0,0,1,,,conference full paper,Proceedings of the conference of the Association for the Advancement of Artificial Intelligence (AAAI),Implicit Argument Prediction as Reading Comprehension,2019.0,,Pengxiang Cheng and Katrin Erk,"{""author"": ""Pengxiang Cheng and Katrin Erk"", ""booktitle"": ""Proceedings of the conference of the Association for the Advancement of Artificial Intelligence (AAAI)"", ""title"": ""Implicit Argument Prediction as Reading Comprehension"", ""ID"": ""ChengErk:2019"", ""year"": ""2019"", ""ENTRYTYPE"": ""inproceedings""}",,admin,,1,420.0,6
22,semantic_scholar,9,1684454400000,0,0,1,,,conference full paper,Proceedings of the conference of the Association for the Advancement of Artificial Intelligence (AAAI),Implicit Argument Prediction as Reading Comprehension,2019.0,,Pengxiang Cheng and Katrin Erk,"{""author"": ""Pengxiang Cheng and Katrin Erk"", ""booktitle"": ""Proceedings of the conference of the Association for the Advancement of Artificial Intelligence (AAAI)"", ""title"": ""Implicit Argument Prediction as Reading Comprehension"", ""ID"": ""ChengErk:2019"", ""year"": ""2019"", ""ENTRYTYPE"": ""inproceedings""}",,admin,,1,420.0,6
23,user_reported,0,1623024000000,1,0,1,publication,,conference full paper,Proceedings of the conference of the Association for the Advancement of Artificial Intelligence (AAAI),Implicit Argument Prediction as Reading Comprehension,2019.0,,Pengxiang Cheng and Katrin Erk,"{""author"": ""Pengxiang Cheng and Katrin Erk"", ""booktitle"": ""Proceedings of the conference of the Association for the Advancement of Artificial Intelligence (AAAI)"", ""title"": ""Implicit Argument Prediction as Reading Comprehension"", ""ID"": ""ChengErk:2019"", ""year"": ""2019"", ""ENTRYTYPE"": ""inproceedings""}",,admin,,1,420.0,6
24,google_scholar,2,1684368000000,1,1,1,publication,,conference full paper,"Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP),Hong Kong, China",Query-focused Scenario Construction,2019.0,,"Wang, Su and
Durrett, Greg and
Erk, Katrin","{""author"": ""Wang, Su  and\nDurrett, Greg  and\nErk, Katrin"", ""booktitle"": ""Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)"", ""address"": ""Hong Kong, China"", ""ID"": ""wang-etal-2019-query"", ""year"": ""2019"", ""title"": ""Query-focused Scenario Construction"", ""ENTRYTYPE"": ""inproceedings""}",,admin,,1,420.0,7
25,scopus,1,1671062400000,1,1,1,publication,,conference full paper,"Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP),Hong Kong, China",Query-focused Scenario Construction,2019.0,,"Wang, Su and
Durrett, Greg and
Erk, Katrin","{""author"": ""Wang, Su  and\nDurrett, Greg  and\nErk, Katrin"", ""booktitle"": ""Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)"", ""address"": ""Hong Kong, China"", ""ID"": ""wang-etal-2019-query"", ""year"": ""2019"", ""title"": ""Query-focused Scenario Construction"", ""ENTRYTYPE"": ""inproceedings""}",,admin,,1,420.0,7
